Geneid	HCO118C	HCO118OE	HCO80C	HCO80OE	HCO83C	HCO83OE	HCO88C	HCO88OE	HCO89C	HCO89OE
AC121757.1	1	3	0	0	14	2	4	4	1	0
KRT83	0	0	0	0	0	0	1	0	0	0
KRT89P	0	0	0	0	0	0	0	0	0	0
KRT85	0	0	0	0	0	0	0	0	1	1
KRT84	1	0	0	0	0	0	0	0	0	0
AC078865.1	0	0	0	0	0	0	0	0	0	0
KRT82	0	0	0	0	0	0	0	0	0	0
AC055736.1	0	0	0	0	0	0	0	0	0	0
KRT90P	0	0	0	0	0	0	0	0	0	0
KRT75	0	0	0	0	0	0	0	0	0	0
KRT6B	50	50	76	72	34	101	15	23	9	7
KRT6C	1	0	0	0	0	0	1	0	0	1
KRT6A	9	9	6	7	2	2	0	2	3	0
KRT5	0	0	0	0	0	0	0	0	0	0
KRT71	0	0	0	0	0	0	0	0	0	1
KRT74	0	0	0	0	1	0	0	0	0	0
KRT72	0	0	0	0	0	0	0	0	0	0
KRT73-AS1	0	0	0	0	0	0	0	0	0	0
KRT73	0	0	0	0	0	0	0	0	0	0
KRT128P	0	0	0	0	0	0	0	0	0	0
KRT2	0	0	0	0	0	0	0	0	0	0
KRT1	1	0	0	0	0	0	0	0	0	0
KRT77	0	0	0	0	0	0	0	4	0	0
AC055716.3	0	0	0	0	0	0	0	0	0	0
KRT126P	0	0	0	0	0	0	0	0	0	0
KRT125P	0	0	0	0	0	0	0	0	0	0
AC055716.2	0	0	0	0	0	0	0	0	0	0
AC055716.1	0	0	0	0	0	0	0	0	0	0
BTBD10P1	0	0	0	1	1	0	0	0	0	0
KRT127P	0	0	0	0	0	0	0	0	0	0
ARL2BPP2	0	0	0	0	0	0	0	0	0	0
KRT76	0	0	0	0	0	0	0	0	0	0
AC107016.2	0	0	0	0	0	0	0	0	0	0
KRT3	0	0	0	0	0	0	0	0	0	0
KRT4	0	5	0	2	0	4	7	5	2	3
KRT79	0	0	0	0	0	2	0	0	0	0
AC107016.1	0	0	0	0	0	0	0	0	0	0
KRT78	1	3	1	1	2	2	0	0	0	0
RPL7P41	0	0	0	0	0	0	0	0	0	0
KRT8	147591	160430	139293	131249	116491	136043	101068	101366	116766	95538
KRT18	23523	24272	20056	18868	11447	17594	12195	11266	14295	12291
EIF4B	13299	11953	12602	12281	3861	3781	12216	9946	9836	9762
AC068888.2	0	0	0	0	0	1	1	2	1	0
AC068888.1	66	55	37	50	39	36	55	56	63	62
TNS2	313	420	159	280	48	73	148	162	125	191
MIR6757	0	0	0	0	0	0	0	0	0	0
SPRYD3	948	976	1173	1134	538	468	477	520	568	493
IGFBP6	7	8	15	3	6	5	7	12	8	3
SOAT2	0	0	0	0	0	0	0	0	0	0
VTI1BP3	0	0	0	0	0	0	0	0	0	0
RNU6-333P	0	0	0	0	0	0	0	0	0	0
HIGD1AP1	6	3	1	0	5	3	2	0	1	4
EIF4A1P4	0	0	0	0	0	1	0	0	0	0
CSAD	38	17	16	25	159	87	117	86	58	73
AC073573.1	0	0	0	0	0	0	0	0	0	0
ZNF740	558	545	517	544	175	252	397	317	442	371
ITGB7	54	37	100	61	25	5	28	32	46	12
RARG	1392	1046	1771	1285	541	251	801	638	724	457
AC021072.1	0	0	0	0	0	0	0	0	0	0
MFSD5	425	445	359	348	290	233	383	325	381	365
ESPL1	196	170	193	245	29	57	106	85	50	45
PFDN5	1288	1383	1723	1662	3219	3022	2684	2983	2170	2620
AC073611.1	0	0	0	2	4	6	0	1	1	0
C12orf10	515	507	467	427	165	164	300	257	211	239
AAAS	343	351	371	408	182	188	276	296	245	232
SP7	0	0	0	0	0	0	0	0	0	0
SP1	2288	2644	2831	2766	1396	1250	2310	1986	1936	2072
AMHR2	0	6	0	1	2	2	0	1	0	1
PRR13	2507	3457	2526	3086	1961	2495	2322	2248	2308	3294
AC023509.1	0	0	0	0	0	1	0	0	0	0
PCBP2	2473	2292	2490	2174	937	902	2136	1742	1843	1739
PCBP2-OT1	0	0	0	0	0	1	0	0	3	1
MAP3K12	37	32	21	24	25	17	39	33	23	34
AC023509.4	0	0	0	1	4	1	2	2	4	2
TARBP2	199	171	143	159	192	206	201	186	209	174
AC023509.3	1	0	0	0	1	6	1	2	2	0
NPFF	0	0	0	0	0	0	0	0	0	0
ATF7	586	433	473	402	224	210	284	191	155	164
AC023509.2	0	0	0	0	0	0	0	0	0	0
AC023509.6	0	0	0	0	5	4	0	0	0	1
AC023509.5	0	0	0	0	0	0	0	0	0	0
ATP5MC2	2752	2366	3410	3054	2828	2038	4275	4160	2926	3132
AC073594.1	0	0	0	0	0	0	0	0	0	0
CALCOCO1	518	589	468	536	767	845	1361	1160	1008	1065
CISTR	0	0	0	0	0	0	0	0	0	0
AC076968.1	0	0	0	0	0	0	0	0	0	0
RN7SKP289	0	0	0	0	0	0	0	0	0	0
HOXC13-AS	0	0	0	0	0	0	0	0	0	0
HOXC13	0	0	0	0	0	0	0	0	0	0
HOXC12	0	0	0	0	0	0	0	0	0	0
HOTAIR	0	0	1	0	0	0	0	0	0	0
RF01905	0	0	0	0	0	0	0	0	0	0
RF01906	0	0	0	0	0	0	0	0	0	0
AC012531.3	0	0	0	0	0	0	0	0	0	0
AC012531.4	0	0	0	0	0	0	0	0	0	0
HOXC11	0	0	4	8	0	0	4	0	2	0
HOXC-AS3	0	0	0	0	0	0	0	0	0	0
HOXC10	0	0	1	0	0	0	0	0	0	0
AC012531.2	0	0	0	0	0	0	0	0	0	0
HOXC6	0	0	0	0	0	1	0	0	1	0
MIR196A2	0	0	0	0	0	0	0	0	0	0
HOXC-AS2	0	0	0	0	0	0	0	0	0	0
HOXC9	0	0	1	0	0	0	0	0	0	0
HOXC-AS1	0	0	0	0	0	0	0	0	0	0
HOXC8	0	0	0	0	0	0	0	2	1	4
HOXC4	0	0	0	0	0	0	0	0	0	0
HOXC5	0	0	0	0	0	0	0	0	0	0
AC012531.1	0	0	0	0	0	0	0	0	0	0
MIR615	0	0	0	0	0	0	0	0	0	0
FLJ12825	0	0	0	0	0	1	0	0	0	0
AC023794.3	0	0	0	1	0	0	0	0	1	1
AC023794.2	0	0	2	0	0	0	0	0	0	0
FAM242C	0	0	1	0	0	0	0	0	0	0
SMUG1	273	282	215	198	500	529	383	417	347	354
LINC02381	1	0	0	0	2	0	0	0	0	1
SMUG1-AS1	0	0	0	0	0	0	0	0	0	2
AC023794.5	0	0	0	0	0	0	0	0	0	0
AC023794.4	0	0	0	0	1	0	1	3	0	2
AC023794.1	0	0	0	0	1	0	0	0	0	0
CBX5	1029	1208	913	1222	274	340	504	459	517	468
MIR3198-2	0	0	0	0	0	0	0	0	0	0
RN7SL390P	0	0	0	0	1	0	0	0	0	0
AC078778.1	2	0	0	0	0	1	1	1	3	0
AC078778.2	0	0	1	0	0	1	0	1	0	0
HNRNPA1	16658	16265	16858	16705	2922	3613	12970	11063	8259	9044
NFE2	0	0	0	0	0	0	0	0	2	0
COPZ1	3800	3305	3511	3303	2244	2020	2673	2690	2680	3168
RNU6-950P	0	0	0	0	0	0	0	0	0	0
MIR148B	0	0	0	0	0	0	1	0	0	0
RN7SL744P	0	0	0	0	0	0	0	0	0	0
AC079313.2	0	0	0	0	0	0	0	0	0	0
AC079313.1	0	0	0	0	0	0	0	0	0	0
GPR84	0	0	0	0	0	0	0	0	0	0
ZNF385A	36	42	205	130	15	12	11	6	25	9
ITGA5	57	90	13	8	0	1	34	27	9	3
LINC01154	0	0	0	0	0	0	0	0	0	0
GTSF1	0	0	0	0	0	0	0	0	0	0
NCKAP1L	0	0	0	0	0	0	0	0	0	0
AC068789.1	0	0	0	0	0	0	0	0	0	0
PDE1B	0	0	0	0	0	0	0	0	0	0
PPP1R1A	0	0	0	1	0	0	0	0	0	0
GLYCAM1	0	0	0	0	0	0	0	0	0	0
LACRT	0	0	0	0	0	0	0	0	0	0
DCD	0	0	0	0	0	0	0	0	0	0
AC079310.1	0	0	0	0	0	0	0	0	0	0
VDAC1P5	0	0	0	0	0	0	0	0	0	0
MUCL1	0	0	0	0	0	0	0	0	0	0
TESPA1	0	0	0	0	0	0	0	0	0	0
AC027287.2	0	0	0	0	0	0	0	0	0	0
NEUROD4	0	0	0	0	0	0	0	0	0	0
OR9K1P	0	0	0	0	0	0	0	0	0	0
AC027287.1	0	0	0	0	0	0	0	0	0	0
OR9K2	0	0	0	0	0	0	0	0	0	0
OR9R1P	0	0	0	0	0	0	0	0	0	0
OR10U1P	0	0	0	0	0	0	0	0	0	0
OR10A7	0	0	0	0	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0	0	0	0	0
OR6C69P	0	0	0	0	0	0	0	0	0	0
OR6C72P	0	0	0	0	0	0	0	0	0	0
OR6C6	0	0	0	0	0	0	0	0	0	0
OR6C5P	0	0	0	0	0	0	0	0	0	0
OR6C1	0	0	0	0	0	0	0	0	0	0
OR6C3	0	0	0	0	0	0	0	0	0	0
OR6C7P	0	0	0	0	0	0	0	0	0	0
OR6C75	0	0	0	0	0	0	0	0	0	0
OR6C71P	0	0	0	0	0	0	0	0	0	0
OR6C66P	0	0	0	0	0	0	0	0	0	0
OR6C73P	0	0	0	0	0	0	0	0	0	0
OR6C65	0	0	0	0	0	0	0	0	0	0
PHC1P1	1	1	0	0	2	1	2	2	0	0
OR6C76	0	0	0	0	0	0	0	0	0	0
AC122685.1	0	0	0	0	0	0	0	0	0	0
OR6C2	0	0	0	0	0	0	0	0	0	0
OR6C70	0	0	0	0	0	0	0	0	0	0
OR6C68	0	0	0	0	0	0	0	0	0	0
OR6C64P	0	0	0	0	0	0	0	0	0	0
OR6C4	0	0	0	0	0	0	0	0	0	0
OR2AP1	0	0	0	0	0	0	0	0	0	0
OR6U2P	0	0	0	0	0	0	0	0	0	0
OR10P1	0	0	0	0	0	0	0	0	0	0
AC009779.4	0	0	0	0	0	0	0	0	0	0
OR10AE3P	0	0	0	0	0	0	0	0	0	0
AC009779.3	0	0	0	0	0	0	0	0	0	0
AC009779.5	0	0	0	0	0	0	0	0	0	0
METTL7B	128	436	131	238	79	338	63	72	116	317
ITGA7	57	89	89	85	30	96	25	37	26	69
BLOC1S1-RDH5	5	11	16	11	17	15	6	7	2	3
BLOC1S1	217	202	233	253	710	697	276	320	310	383
RDH5	39	109	89	100	75	166	65	82	51	125
CD63	12047	10840	12052	10102	12127	10182	9477	8714	10793	10342
AC009779.2	24	25	18	25	41	52	25	29	29	36
AC009779.1	0	0	0	0	0	0	0	0	0	0
GDF11	82	52	54	34	23	17	17	32	24	14
SARNP	2	2	2	1	4	7	0	3	3	4
AC023055.1	0	0	1	0	0	0	0	0	0	0
AC073487.1	0	0	0	0	5	0	1	1	0	0
ORMDL2	613	640	606	582	1329	897	506	665	653	735
DNAJC14	245	344	252	309	140	223	157	145	114	211
TMEM198B	102	110	85	94	147	173	151	148	165	130
MMP19	0	0	0	2	0	1	0	0	0	0
OLA1P3	0	0	0	0	0	0	0	0	0	0
GSTP1P1	0	0	0	0	0	0	0	0	0	0
PYM1	1047	1049	1404	1390	653	779	681	757	1236	1164
DGKA	3355	3344	4031	3773	2899	2640	3019	2638	3265	3079
AC025162.2	0	0	0	1	0	0	0	0	0	0
PMEL	72	108	71	73	37	59	56	119	54	104
CDK2	170	224	140	199	125	147	143	152	103	140
AC025162.1	0	0	0	0	0	0	0	0	0	0
RAB5B	5040	5291	5652	4972	3015	2979	4609	3887	4536	4440
AC034102.1	2	2	5	4	7	9	4	2	5	10
SUOX	139	196	287	346	264	294	161	141	165	192
IKZF4	40	47	71	60	74	41	64	39	58	43
AC034102.8	0	0	3	0	4	4	3	3	3	0
AC034102.3	0	0	0	0	0	0	0	0	1	0
RPS26	1559	1773	4207	3666	3865	3859	3381	3452	1374	1726
ERBB3	9316	11240	9834	9561	4681	4548	10027	8720	6343	7145
AC034102.2	0	0	0	0	0	0	0	0	0	0
PA2G4	1220	1346	957	1131	574	831	590	560	518	631
AC034102.4	0	0	0	0	0	0	0	0	0	0
RPL41	10418	10470	9332	10570	17526	17898	13936	14216	10855	14313
ZC3H10	30	19	31	36	29	27	28	25	17	26
ESYT1	1341	1305	1534	1486	963	986	935	909	861	662
AC034102.7	0	0	0	0	0	0	0	0	0	0
AC034102.6	1	1	0	3	5	3	2	3	0	2
AC034102.5	0	0	0	0	0	0	0	0	0	0
MYL6B	233	274	204	204	74	82	132	158	141	155
MYL6	5828	7160	7662	7911	26756	26796	8396	10432	7764	11442
AC073896.4	4	6	5	5	2	3	2	7	4	6
SMARCC2	1076	1246	1142	1128	806	724	1234	928	759	748
RNF41	1064	1272	1051	896	445	351	661	577	649	614
NABP2	386	368	364	407	195	210	267	265	230	204
SLC39A5	625	1965	556	1149	537	1325	908	1038	768	1664
ANKRD52	1440	1488	1523	1402	1087	1119	773	774	842	647
COQ10A	8	19	7	10	15	16	19	31	15	12
AC073896.5	0	0	0	0	0	0	0	0	0	0
CS	2942	3295	3776	3484	930	1172	1047	908	1170	1024
AC073896.1	0	0	0	0	0	0	0	0	0	0
AC073896.2	0	0	1	0	1	3	0	0	0	2
AC073896.3	0	0	0	0	1	2	2	2	2	0
CNPY2	11	8	20	21	54	84	23	33	39	77
PAN2	237	242	176	181	257	278	620	524	370	472
IL23A	4	5	5	17	51	79	11	21	5	32
STAT2	444	462	367	331	376	375	356	310	285	313
RNU7-40P	0	0	0	0	0	0	0	0	0	0
APOF	0	0	0	0	0	0	0	0	0	0
APONP	0	0	0	0	0	0	0	0	0	0
AC025574.1	0	0	0	0	0	0	0	0	0	1
AC024884.2	0	0	0	0	0	0	0	0	0	0
AC024884.1	0	0	0	0	0	2	0	0	0	0
TIMELESS	166	132	207	253	49	66	58	53	61	63
MIP	0	0	0	0	0	0	0	0	0	1
AC097104.1	0	0	0	0	0	0	0	0	0	0
SPRYD4	104	106	97	94	87	105	87	83	82	92
GLS2	7	6	3	12	1	3	2	2	2	7
HSPD1P4	2	0	1	4	0	2	3	0	1	2
RBMS2	2726	2374	2031	1850	1202	1105	2266	1697	1571	1426
RNU6-343P	0	0	1	0	0	0	5	0	2	0
BAZ2A	4982	4367	5217	4363	2213	1911	2823	2143	2855	1977
ATP5F1B	15879	16824	17425	18867	9693	11104	12865	12083	12822	12810
SNORD59A	0	0	0	0	0	3	0	0	0	0
PTGES3	6333	5777	6975	6773	3984	3419	4346	4027	3644	3757
RN7SL809P	0	0	0	0	2	2	2	2	0	0
NACA	5902	5882	5552	5720	10597	10385	8664	9304	6791	9066
AC117378.1	0	0	0	0	0	0	0	0	0	0
PRIM1	35	35	43	50	16	12	39	33	22	22
HSD17B6	0	1	0	1	0	0	4	2	2	0
AC121758.1	0	0	0	0	2	0	0	2	0	1
AC121758.3	0	0	0	0	0	0	0	0	0	0
AC121758.2	0	0	0	0	0	0	0	0	0	0
SDR9C7	0	0	0	0	0	0	0	0	0	0
AC026120.2	0	0	0	0	0	0	0	0	0	0
RDH16	3	0	7	0	1	1	1	1	2	0
AC026120.1	0	0	0	0	0	0	0	0	0	0
GPR182	0	0	0	1	1	0	0	0	0	3
ZBTB39	70	68	46	61	23	39	55	49	60	37
TAC3	1	1	2	0	2	12	2	2	1	4
MYO1A	607	1771	1270	1544	508	1575	469	583	583	911
NEMP1	158	172	176	173	65	54	164	118	67	89
NAB2	130	272	115	222	192	407	155	271	154	506
STAT6	3130	3093	2731	2434	2712	2857	3834	3158	2901	2518
LRP1	6103	5833	4822	4794	3453	4457	11390	9488	7386	7580
LRP1-AS	0	0	0	0	0	5	2	3	1	0
MIR1228	0	0	0	0	0	0	0	0	0	0
NXPH4	2	0	0	0	0	0	0	0	0	0
SHMT2	3250	5067	3362	3922	477	552	1792	1475	2081	1655
AC137834.2	0	0	0	0	0	0	0	0	3	1
NDUFA4L2	1	8	3	0	1	0	8	3	3	4
STAC3	9	3	3	1	6	2	9	9	7	8
AC137834.1	0	0	0	0	0	0	0	0	0	0
R3HDM2	256	276	192	223	112	118	208	189	164	161
RNU6-879P	0	0	0	0	0	0	0	0	0	0
AC126614.1	0	0	0	0	0	1	0	0	0	1
INHBC	0	0	0	0	0	0	0	0	3	0
INHBE	6	4	4	4	10	13	5	1	4	3
GLI1	0	0	0	1	2	1	0	1	3	0
ARHGAP9	0	0	0	0	0	0	0	0	0	0
MARS	2025	3228	2620	2434	1063	1190	1260	946	1259	993
MIR6758	0	0	0	0	0	0	0	0	0	0
DDIT3	198	365	125	146	737	538	1220	1143	1267	1600
AC022506.1	0	0	0	0	0	0	0	0	0	0
MIR616	0	0	0	0	3	2	11	4	6	3
MBD6	1579	1882	1372	1370	560	692	914	777	894	887
DCTN2	2604	3409	3700	3534	1685	1921	2027	1963	2233	2402
KIF5A	0	2	4	11	8	11	5	13	5	17
PIP4K2C	1442	1484	1395	1322	765	788	784	685	892	700
DTX3	4	1	6	4	7	9	4	2	2	0
ARHGEF25	1	0	1	0	0	0	0	0	0	0
AC025165.1	0	0	0	0	0	0	0	0	0	0
SLC26A10	0	0	0	0	0	0	0	0	0	0
B4GALNT1	2	1	0	1	0	2	0	0	0	0
RPL13AP23	0	0	0	0	0	0	0	0	0	0
OS9	4294	4223	3540	3783	2671	3255	4199	3783	3717	4728
AC025165.2	0	0	0	0	0	0	0	0	0	0
AGAP2	0	0	0	0	1	0	5	0	0	3
AGAP2-AS1	1	0	0	0	1	1	1	3	0	2
TSPAN31	583	572	581	599	829	633	571	523	538	586
CDK4	193	234	184	215	38	100	95	90	151	95
MIR6759	0	0	0	0	0	0	0	0	0	0
MARCH9	184	196	204	243	115	172	162	143	168	165
CYP27B1	16	9	9	5	8	2	5	4	8	9
METTL1	57	43	10	12	6	15	15	17	27	25
EEF1AKMT3	36	21	11	11	29	17	64	63	60	44
AC025165.3	0	0	0	0	0	0	0	0	0	0
TSFM	193	172	152	113	111	132	121	107	59	98
AVIL	22	19	6	10	17	20	25	29	30	14
AC025165.5	10	5	1	1	4	0	0	7	4	2
RNU6-1083P	0	0	0	0	0	0	0	0	0	0
AC025165.4	0	0	0	0	0	0	0	0	1	2
CTDSP2	6819	6915	6156	5425	2721	2385	5640	4879	4084	3829
MIR26A2	0	0	0	0	0	0	0	0	0	1
AC083805.2	0	0	0	1	4	1	0	2	1	1
AC083805.1	1	0	0	0	3	1	0	6	0	0
AC083805.3	0	0	0	0	0	0	0	0	0	0
ATP23	110	135	136	120	211	174	134	128	171	216
AC084033.3	0	0	0	3	2	2	0	5	2	0
AC084033.1	0	0	0	0	0	0	0	0	0	0
RN7SKP65	0	0	0	0	0	0	0	0	0	0
AC084033.2	0	0	0	0	0	0	0	0	0	0
LINC02403	0	0	0	0	0	0	0	0	0	0
AC090643.1	0	0	0	0	0	0	0	0	0	0
AC090643.2	0	0	0	0	0	0	0	0	0	0
RPL21P103	0	0	0	0	0	0	0	0	0	0
AC025578.1	0	0	0	0	0	0	0	0	0	0
AC020637.1	0	0	0	0	0	0	0	0	0	0
LINC02388	0	0	0	0	0	0	0	1	0	3
LRIG3	407	563	402	432	219	275	1064	1067	745	1073
AC068305.2	1	3	8	2	35	38	6	10	2	5
RPS6P22	0	0	0	0	0	0	0	0	0	0
AC068305.1	0	0	0	0	0	0	0	0	0	0
AC108721.1	0	0	0	0	0	0	0	0	0	0
RNU6-279P	0	0	0	0	0	0	0	0	0	0
RNU6-871P	0	0	0	0	0	0	0	0	0	0
LINC02448	0	0	0	0	0	0	0	0	0	0
RNU4-20P	0	0	0	0	0	0	0	0	0	0
SLC16A7	0	0	0	0	0	2	0	0	0	0
AC079905.2	0	0	0	0	0	0	0	0	0	0
AC079905.1	0	0	0	0	0	0	0	0	0	0
AC080011.1	0	0	0	0	0	0	0	0	0	2
AC087883.1	0	0	0	0	0	0	0	0	0	0
AC090022.1	0	0	0	0	0	0	0	0	0	0
AC090017.1	0	0	0	0	0	0	0	0	0	0
DUX4L52	0	0	0	0	0	0	0	0	0	0
FAM19A2	3	2	0	0	3	4	5	5	2	4
RPL21P104	0	0	0	0	0	0	0	0	0	0
KRT8P19	0	0	0	0	0	0	0	0	0	0
RPS3P6	0	0	0	0	0	0	0	0	0	1
AC078789.1	0	0	0	0	0	0	0	0	0	1
KLF17P1	0	0	0	0	0	0	0	0	0	0
USP15	581	555	573	506	2112	2024	1199	1295	1122	1380
MIR6125	0	0	0	0	0	0	0	0	0	0
RNU6-595P	0	0	0	0	0	0	1	0	0	0
MON2	687	555	579	520	682	579	618	443	645	641
AC079035.1	1	0	0	0	0	0	0	0	0	0
RNU6-399P	0	0	0	0	0	0	0	0	0	0
LINC01465	1	7	1	1	0	1	15	7	8	3
AC048341.1	0	6	0	2	11	4	16	10	12	2
MIRLET7I	0	0	0	0	0	0	0	0	0	0
AC048341.2	0	0	1	0	34	27	41	42	26	25
PPM1H	268	328	151	170	211	231	103	62	69	46
RPL32P26	0	0	0	0	0	0	0	0	0	0
GAPDHP44	0	0	0	0	1	0	0	0	0	0
RNU1-83P	0	0	0	0	0	0	0	0	0	0
RPL14P1	45	44	32	35	52	43	55	42	44	48
AC078814.2	0	0	0	0	0	0	0	0	0	0
LDHAL6CP	0	0	0	0	0	0	0	0	0	0
AC078814.1	0	0	0	0	0	0	0	0	0	0
RSL24D1P5	0	0	0	0	0	0	0	0	0	0
AVPR1A	0	0	0	0	0	0	0	0	0	0
AC135584.1	0	0	0	0	0	0	0	0	0	0
HNRNPA1P69	0	0	0	0	0	0	0	0	0	0
AC026116.1	0	0	0	0	0	0	0	0	0	0
DPY19L2	0	0	0	1	0	0	0	0	2	0
AC084357.2	2	0	0	0	0	0	0	0	0	0
AC027667.1	0	0	0	0	0	0	0	0	0	0
AC084357.3	0	0	0	0	0	0	0	0	0	0
AC084357.1	0	0	0	0	0	0	0	0	0	0
RXYLT1	56	46	48	40	31	26	43	35	32	47
RXYLT1-AS1	0	0	0	0	0	0	0	0	0	0
PABPC1P4	3	1	1	0	0	0	1	2	0	1
SRGAP1	570	490	535	450	320	294	514	431	429	345
RPL36AP41	0	0	0	0	2	0	0	0	0	0
AC079866.2	0	0	0	0	2	0	0	0	0	1
AC079866.1	0	0	0	0	6	0	0	0	0	0
AC020611.1	1	0	0	0	3	0	0	0	0	0
AC020611.2	0	0	0	0	0	0	0	0	0	0
AC025576.2	0	0	0	0	1	0	0	0	0	0
AC025576.1	0	0	0	0	0	0	0	0	0	0
C12orf66	77	94	48	58	24	26	33	52	40	31
RNU6-1009P	0	0	0	0	0	0	0	0	0	0
AC012158.1	0	0	0	1	0	1	0	0	0	0
RNU5A-7P	0	0	0	0	0	0	0	0	0	0
C12orf56	18	21	20	20	3	19	3	7	4	1
AC012158.2	0	0	0	0	0	0	0	0	0	0
AC135279.2	0	0	0	0	0	1	0	0	0	0
XPOT	1754	2643	1889	1973	832	843	3249	2565	1917	3261
AC135279.1	0	0	0	0	1	4	2	3	3	0
AC135279.3	0	2	2	0	1	1	0	1	2	0
TBK1	357	456	531	585	1732	1728	638	772	817	1090
RASSF3	1452	1926	1957	2205	1409	2220	1593	1456	1760	2663
AC078962.2	0	0	0	0	0	0	0	0	0	0
RF00137	0	0	0	0	0	0	0	0	0	0
AC078962.4	0	0	1	0	1	1	0	0	0	0
MIR548Z	0	0	0	0	0	0	0	0	0	0
MIR548C	0	0	0	0	0	0	0	0	0	0
AC078962.1	0	0	0	0	1	0	0	0	0	1
AC078962.3	0	0	0	0	1	0	1	0	0	1
AC025262.3	0	0	0	0	0	0	0	0	0	0
AC025262.2	0	0	0	0	0	0	0	1	1	0
GNS	1973	2377	2550	3121	1228	2545	1652	1677	2033	3263
AC025262.1	0	0	0	0	0	0	0	0	0	0
TBC1D30	95	157	74	77	51	72	15	24	36	40
RPL7P39	0	0	0	0	0	0	0	0	0	0
LINC02389	0	0	0	0	0	0	0	0	0	0
LINC02231	0	0	0	0	0	0	0	0	0	0
RNU6ATAC42P	0	0	0	0	1	0	0	0	0	0
AC135895.1	0	0	0	0	0	0	0	0	0	0
WIF1	0	2	0	0	0	0	0	0	0	0
RNU6-166P	0	0	0	0	0	0	0	0	0	0
APOOP3	0	0	0	0	0	0	0	0	0	0
LEMD3	755	959	787	840	1095	1025	1100	1119	1078	1500
AC026124.2	0	0	0	1	3	3	5	2	3	0
MSRB3	0	0	0	1	0	0	0	0	0	1
AC026124.1	0	0	0	0	0	0	0	0	0	0
KRT18P60	0	0	0	0	0	0	0	0	0	0
AC025419.1	0	4	0	10	5	33	0	5	0	33
AC090023.1	0	0	0	0	0	2	0	0	0	0
LINC02454	0	0	0	0	0	1	0	0	0	0
AC090023.2	1	0	0	0	1	0	0	0	0	0
PCNPP3	0	0	0	0	0	0	0	0	0	2
RPSAP52	0	0	0	0	0	0	1	1	2	0
HMGA2	57	60	85	70	47	28	46	48	33	66
AC107308.1	0	0	0	2	1	0	1	1	0	1
AC090673.1	1	0	1	0	4	1	3	0	0	7
AC090673.2	0	0	0	0	0	1	0	0	1	0
MIR6074	0	0	0	0	0	0	0	0	0	0
LINC02425	0	0	0	0	0	0	0	0	0	0
RPL21P18	0	0	0	0	0	0	0	0	0	0
RNA5SP362	0	0	0	0	0	0	0	0	0	0
LLPH	185	231	140	178	310	320	199	215	185	203
AC078927.1	0	0	0	0	0	0	0	0	0	0
LLPH-DT	2	5	4	8	0	0	3	5	0	2
TMBIM4	102	93	135	109	136	192	137	163	119	98
IRAK3	5	1	15	9	11	26	11	17	0	10
RBMS1P1	0	1	0	0	0	0	0	0	0	0
MIR6502	0	0	0	0	0	0	0	0	0	0
AC078889.1	0	0	0	0	0	0	0	0	0	0
PDCL3P7	0	0	0	0	0	0	0	0	0	0
RN7SKP166	0	0	0	0	0	0	0	0	0	0
HELB	76	70	61	84	62	78	53	51	20	47
GRIP1	2	5	20	13	15	18	14	9	13	10
OSBPL9P5	0	0	0	0	0	0	0	0	0	0
OSBPL9P4	0	0	0	0	1	0	0	0	0	0
AC073530.1	0	0	0	0	0	0	0	0	0	0
AC073530.2	0	0	0	0	0	0	0	0	0	0
RAB11AP2	0	0	0	0	0	0	0	0	0	0
GGTA2P	0	0	0	1	0	0	0	0	0	0
CAND1	2676	2382	2816	2660	3548	2921	2856	2767	2431	2980
MRPL40P1	0	2	0	0	0	0	1	1	2	1
NTAN1P3	0	0	0	0	0	0	0	0	0	0
LINC02420	0	0	0	0	0	0	0	0	0	0
LINC02408	2	2	15	9	2	2	2	1	1	1
LINC02442	0	0	0	0	0	2	0	0	0	0
DYRK2	2731	2768	2452	2189	2215	2023	2963	2770	2215	2371
AC078777.1	3	0	0	1	3	2	3	2	1	1
LINC02421	1	0	0	0	2	0	0	0	2	1
AC022513.1	0	0	0	0	0	0	0	0	0	0
LINC01479	0	0	0	0	0	1	1	0	0	2
AC005294.1	0	0	0	0	0	0	0	0	0	0
IFNG-AS1	0	2	0	0	0	0	0	0	0	0
RPL39P28	0	0	0	0	0	0	0	0	0	0
HNRNPA1P70	0	0	0	0	0	0	0	0	0	0
AC007458.1	0	0	0	0	0	0	0	0	0	0
IFNG	0	0	0	0	0	0	0	0	0	0
IL26	0	0	0	0	0	0	0	0	0	0
IL22	0	0	0	0	0	0	0	0	0	0
MDM1	10	17	11	30	39	60	51	61	27	35
LINC02384	3	3	0	1	3	1	4	1	0	0
AC022511.1	0	0	0	0	0	0	0	0	0	0
AC008033.3	0	0	0	0	0	1	0	0	0	0
AC008033.1	0	0	0	0	0	0	0	0	0	0
AC008033.2	0	0	0	0	0	0	0	0	0	0
RPSAP12	3	5	1	2	2	3	3	7	3	2
RAP1B	2350	2647	2418	2339	4904	4303	3353	3152	2687	3196
RPL10P12	0	0	4	0	4	1	1	4	3	3
SNORA70G	1	0	0	2	2	0	2	2	0	0
ATP5PDP4	3	3	0	0	25	5	4	3	0	4
AC090061.1	0	0	1	0	4	0	0	0	0	2
